Year,Month,NounChunk,Count
1991,1,oil_trading_division,1
1991,1,salomon_brothers_inc,1
1991,1,tremendous_incentive,1
1991,1,wendy_l._gramm,1
1991,1,oil_market,1
1991,1,recent_price_increase,1
1991,1,national_economy,1
1991,1,sen_dennis_deconcini,1
1991,1,bankamerica_corp,1
1991,1,public_hearing,1
1991,1,15_separate_category,1
1991,1,u.s.-led_military_action,1
1991,1,war_news,1
1991,1,wednesday_night,1
1991,1,market_opening,1
1991,1,u.s_market,1
1991,1,air_attack,1
1991,1,commission_authority,1
1991,1,federal_income_tax,1
1991,1,tax_law,1
1991,1,willful_tax_evasion,1
1991,1,tax_evader,1
1991,1,exact_information,1
1991,1,federal_deregulation,1
1991,1,record_keeping,1
1991,1,ceiling_price,1
1991,1,neal_l._wolkoff,1
1991,1,gas_distributor,1
1991,1,senior_vice_president,1
1991,1,great_reliance,1
1991,1,add_precaution,1
1991,1,suspend_trading,1
1991,1,major_news_event,1
1991,1,real_problem,1
1991,1,capricious_rumor,1
1991,1,byron_wien,1
1991,1,early_success,1
1991,1,stock_price,1
1991,1,ethic_panel,1
1991,1,regular_trading_hour,1
1991,1,orlando_airport,1
1991,1,propose_route,1
1991,1,new_swath,1
1991,1,endanger_wildlife,1
1991,1,unspoile_waterway,1
1991,1,nuclear_plant_construction,1
1991,1,spend_nuclear_fuel,1
1991,1,uranium_reserve,1
1991,1,alternate_fuel,1
1991,1,recent_year,1
1991,1,market_panic,1
1991,1,sec_division,1
1991,1,hotline_phone_system,1
1991,1,market_emergency,1
1991,1,adverse_impact,1
1991,1,downward_pressure,1
1991,1,good_happenstance,1
1991,1,good_market,1
1991,1,consolidated_old_gas,1
1991,1,big_day_drop,1
1991,1,market_strong_performance,1
1991,1,sec_headquarter,1
1991,1,telephone_conference,1
1991,1,past_week,1
1991,1,exchange_official,1
1991,1,stock_strategist,1
1991,1,morgan_stanley,1
1991,1,huge_untapped_reserve,1
1991,1,competitive_price,1
1991,1,land_use_regulation,1
1991,1,great_resource,1
1991,1,drinking_water,1
1991,1,epa_action,1
1991,1,1986_regulation,1
1991,1,federal_initiative,1
1991,1,fuel_tank_owner,1
1991,1,minimum_leak_detection,1
1991,1,risky_steel_tank,1
1991,1,william_r._torrey,1
1991,1,sorenti_petroleum_inc,1
1991,1,december_1989_date,1
1991,1,new_orleans,1
1991,1,federal_official,1
1991,1,cape_cod_town,1
1991,1,petroleum_company,1
1991,1,interested_buyer,1
1991,1,new_england_headquarters,1
1991,1,bank_america,1
1991,1,vast_experience,1
1991,1,fail_bank,1
1991,1,early_start,1
1991,1,large_branch_network,1
1991,1,san_francisco,1
1991,1,fiscal_year,1
1991,1,potential_hazard,1
1991,1,thing_business,1
1991,1,manufacture_plant,1
1991,1,lift_price_control,1
1991,1,$_7.50,1
1991,1,national_westminster,1
1991,1,new_jersey,1
1991,1,possible_acquisition,1
1991,1,city_saving_bank,1
1991,1,health_tex_inc,1
1991,1,child_apparel,1
1991,1,vf_corp,1
1991,1,final_document,1
1991,1,regulatory_approval,1
1991,1,producer_trade_group,1
1991,1,poor_corp,1
1991,1,gas_station,1
1991,1,credit_rating,1
1991,1,prefer_stock,1
1991,1,atlantic_energy_inc,1
1991,1,industry_expert,1
1991,1,oil_minister,1
1991,1,nearly_decade,1
1991,1,huge_glut,1
1991,1,world_market,1
1991,1,petroleum_export_country,1
1991,1,group_task,1
1991,1,united_arab_emirate,1
1991,1,psychological_rally,1
1991,1,initial_attack,1
1991,1,volatile_market,1
1991,1,investor_uncertainty,1
1991,1,9/14_gm,1
1991,1,commercial_real_estate,1
1991,1,bank_trouble,1
1991,1,year_contract,1
1991,1,accounting_profession,1
1991,1,audi_tor,1
1991,1,possible_illegal_act,1
1991,1,mnc_financial,1
1991,1,bank_debt,1
1991,1,pende_regulatory_decision,1
1991,1,bank_company,1
1991,1,bond_payment,1
1991,1,fed_vice_chairman,1
1991,1,board_vacancy,1
1991,1,japan_nuclear_plant,1
1991,1,accidental_shutdown_rate,1
1991,1,u.s_plant,1
1991,1,regulatory_hassle,1
1991,1,immediate_cause,1
1991,1,u.s_bank,1
1991,1,half_time,1
1991,1,sustain_technology,1
1991,1,public_consensus,1
1991,1,1986_chernobyl_accident,1
1991,1,soviet_union,1
1991,1,subordinate_note,1
1991,1,chase_manhattan,1
1991,1,british_columbia,1
1991,1,regulatory_item,1
1991,1,milken_sue,1
1991,1,u.s_bank_regulator,1
1991,1,junk_bond_investment,1
1991,1,smyrna_plant,1
1991,1,"180,000_compact_car",1
1991,1,deposit_reform,1
1991,1,state_building_code,1
1991,1,de_regulation,1
1991,1,depression_era_law,1
1991,1,corporate_merger,1
1991,1,chaotic_period,1
1991,1,mr_hendrix,1
1991,1,debt_heavy_company,1
1991,1,1989_acquisition,1
1991,1,texas_eastern_corp,1
1991,1,texas_eastern_acquisition,1
1991,1,regulatory_problem,1
1991,1,environmental_clean_cost,1
1991,1,large_pipeline,1
1991,1,positive_result,1
1991,1,liquified_gas,1
1991,1,write_down,1
1991,1,plan_sale,1
1991,1,real_estate,1
1991,1,increase_goodwill_amortization,1
1991,1,conditional_approval,1
1991,1,environmental_impact_review,1
1991,1,oil_trading,1
1991,1,chevron_headquarter,1
1991,1,tax_credit,1
1991,1,moral_equivalent,1
1991,1,bush_official,1
1991,1,sensible_idea,1
1991,1,regulatory_lunacy,1
1991,1,regulatory_bottleneck,1
1991,1,oil_exploration,1
1991,1,scattered_caribou,1
1991,1,good_thing,1
1991,1,opening_bid,1
1991,1,long_overdue_promotion,1
1991,1,admiral_james_watkin,1
1991,1,neal_wolkoff,1
1991,1,new_york_merc,1
1991,1,unavoidable_effect,1
1991,1,efficient_market,1
1991,1,high_volatility_level,1
1991,1,bad_loan,1
1991,1,lending_policy,1
1991,1,credit_worthy_customer,1
1991,1,necessary_funding,1
1991,1,banking_industry,1
1991,1,major_collapse,1
1991,1,mild_recession,1
1991,1,crippling_regulation,1
1991,1,energy_need,1
1991,1,basically_subcommittee,1
1991,1,stock_market_official,1
1991,1,industry_group,1
1991,1,early_morning,1
1991,1,trading_day,1
1991,1,regulatory_official,1
1991,1,trading_halt,1
1991,1,30_minute,1
1991,1,joint_visitor_gallery,1
1991,1,tighten_floor_access,1
1991,1,extensive_consultation,1
1991,1,clearing_organization,1
1991,1,market_participant,1
1991,1,market_response,1
1991,1,mideast_conflict,1
1991,1,senior_sec_official,1
1991,1,citicorp_debt,1
1991,1,law_firm,1
1991,1,fail_thrift,1
1991,1,transcanada_pipelines_ltd,1
1991,1,canada_pipeline_company,1
1991,1,canadian_security_regulator,1
1991,1,sell_agent,1
1991,1,prompt_waiver,1
1991,1,jones_act,1
1991,1,u.s_port,1
1991,1,u.s.-flagged_vessel,1
1991,1,certain_regulation,1
1991,1,bond_true_value,1
1991,1,high_risk_bond,1
1991,1,manhattan_court,1
1991,1,arlington_base_usair,1
1991,1,fourth_quarter,1
1991,1,unsold_stock,1
1991,1,federal_thrift_regulator,1
1991,1,"1,000_furnace",1
1991,1,large_saving,1
1991,1,trust_bank,1
1991,1,tysons_corner,1
1991,1,columbia_savings,1
1991,1,beverly_hill,1
1991,1,detail_page_c1,1
1991,1,iraqi_plane,1
1991,1,10_percent,1
1991,1,iraq_air_force,1
1991,1,iraqi_leader,1
1991,1,fighter_bomber,1
1991,1,fine_print_regulation,1
1991,1,salt_institute,1
1991,1,american_florist,1
1991,1,small_association,1
1991,1,big_political_issue,1
1991,1,new_tax_relief,1
1991,1,home_buyer,1
1991,1,public_place,1
1991,1,swimming_pool,1
1991,1,epa_regulation,1
1991,1,record_quarterly_loss,1
1991,1,white_house_official,1
1991,1,500_ton,1
1991,1,energy_issue,1
1991,1,asian_european_market,1
1991,1,market_official,1
1991,1,key_element,1
1991,1,preparedness_plan,1
1991,1,circuit_breaker,1
1991,1,central_bank,1
1991,1,nearly_unlimited_amount,1
1991,1,doe_official,1
1991,1,million_ton,1
1991,1,oil_company_executive,1
1991,1,nymex_state_regulator,1
1991,1,plentiful_war,1
1991,1,orderly_planning_environment,1
1991,1,statutory_authority,1
1991,1,oil_supply,1
1991,1,panic_buying,1
1991,1,white_house_insistence,1
1991,1,propose_plan,1
1991,1,president_consideration,1
1991,1,policy_recommendation,1
1991,1,option_bush,1
1991,1,final_package,1
1991,1,energy_department,1
1991,1,economic_policy_council,1
1991,1,administration_policy,1
1991,1,cigarette_ad,1
1991,1,can_good,1
1991,1,osha_ruling,1
1991,1,home_builder,1
1991,1,license_vendor,1
1991,1,"155,000_customer",1
1991,1,salmon_probe,1
1991,1,16_acre,1
1991,1,health_threat,1
1991,1,alaska_juneau_bar,1
1991,1,grocery_store,1
1991,1,3rd_party_vendor,1
1991,1,emergency_regulation,1
1991,1,rate_increase,1
1991,1,certain_percentage,1
1991,1,9_people,1
1991,1,state_police_chemist,1
1991,1,18_gram,1
1991,1,customer_complaint,1
1991,1,policy_maker,1
1991,1,alternative_fuel_consensus,1
1991,1,alaska_north_slope,1
1991,1,oil_production,1
1991,1,at&amp;t_control_board,1
1991,1,oil_drilling,1
1991,1,energy_production,1
1991,1,energy_efficiency_improvement,1
1991,1,mortgage_financing_incentive,1
1991,1,pigeon_point_incinerator,1
1991,1,state_law,1
1991,1,industrial_pollution_fee,1
1991,1,current_permit_fee,1
1991,1,auto_assistance_corp,1
1991,1,safety_report,1
1991,1,banking_reform_legislation,1
1991,1,central_brevard_county,1
1991,1,endanger_specie,1
1991,1,wetland_provision,1
1991,1,housing_construction,1
1991,1,important_area,1
1991,1,chlorine_institute,1
1991,1,overturn_ordinance,1
1991,1,raleigh_hearing,1
1991,1,state_lawsuit,1
1991,1,credit_history,1
1991,1,air_emission,1
1991,1,cigarette_plant_worker,1
1991,1,voluntary_regulation,1
1991,1,vironmental_budget,1
1991,1,march_foreclosure,1
1991,1,tailor_curriculum,1
1991,1,strict_regulation,1
1991,1,state_corporation_commission,1
1991,1,oil_field_regulation,1
1991,1,91_ski_season,1
1991,1,6_week,1
1991,1,cold_weather,1
1991,1,lead_exposure,1
1991,1,recent_study,1
1991,1,long_term_trend,1
1991,1,"86,269_depositor_account",1
1991,1,nevada_electric_power,1
1991,1,alternative_energy,1
1991,1,commercial_use,1
1991,1,terry_page,1
1991,1,regulatory_operation,1
1991,1,set_guideline,1
1991,1,alternative_energy_industry,1
1991,1,zero_toleration,1
1991,1,public_good_interest,1
1991,1,low_cost,1
1991,1,reasonable_profit,1
1991,1,environmental_consequence,1
1991,1,little_opposition,1
1991,1,1989_legislature,1
1991,1,clean_energy_method,1
1991,1,fossil_fuel,1
1991,1,tangible_capital,1
1991,1,uninsured_deposit,1
1991,1,fred_kayne,1
1991,1,foreclose_property,1
1991,1,banking_industry_veteran,1
1991,1,j._alan_blodgett,1
1991,1,farwest_saving,1
1991,1,1990_regulator,1
1991,1,farwest_capital_plan,1
1991,1,junk_bond_activity,1
1991,1,thrift_subsidiary,1
1991,1,solar_collector,1
1991,1,wind_machine,1
1991,1,environmental_cost,1
1991,1,dollar_cost,1
1991,1,test_case,1
1991,1,oklahoma_authority,1
1991,1,industry_executive,1
1991,1,pipeline_network_system,1
1991,1,supply_region,1
1991,1,u.s_supreme_court,1
1991,1,tuesday_ruling,1
1991,1,southwestern_wyoming,1
1991,1,kern_county,1
1991,1,eleventh_hour,1
1991,1,public_utility,1
1991,1,traditional_one,1
1991,1,pollute_air,1
1991,1,power_plant_emission,1
1991,1,human_medical_problem,1
1991,1,solar_collection_dish,1
1991,1,interior_basin,1
1991,1,nevada_landscape,1
1991,1,come_century,1
1991,1,power_source,1
1991,1,economic_benefit,1
1991,1,job_creation,1
1991,1,local_government,1
1991,1,local_business,1
1991,1,alternative_energy_plant,1
1991,1,specific_dollar_value,1
1991,1,rtc_spokesman,1
1991,1,farwest_post,1
1991,1,regulatory_panel,1
1991,1,sharp_drop,1
1991,1,77.04_cent,1
1991,1,early_gain,1
1991,1,84.25_cent,1
1991,1,90_cent,1
1991,1,andrew_lebow,1
1991,1,e._d.,1
1991,1,minute_solution,1
1991,1,federal_regulatory_agency,1
1991,1,emergency_measure,1
1991,1,early_trading,1
1991,1,final_minute,1
1991,1,hectic_trading,1
1991,1,dwp_official,1
1991,1,electric_rate,1
1991,1,local_utility,1
1991,1,air_district_regulation,1
1991,1,nitrogen_oxide_emission,1
1991,1,fine_particulate_pollution,1
1991,1,breathing_hazard,1
1991,1,possible_effect,1
1991,1,nation_financial_market,1
1991,1,special_step,1
1991,1,emergency_plan,1
1991,1,recent_day,1
1991,1,extraordinary_turbulence,1
1991,1,mideast_war,1
1991,1,recent_letter,1
1991,1,5.22_cent,1
1991,1,february_delivery,1
1991,1,unleaded_gasoline,1
1991,1,thrift_fourth_president,1
1991,1,junk_bond_price,1
1991,1,industry_analyst,1
1991,1,farwest_loss,1
1991,1,profitable_junk_bond,1
1991,1,purchase_price,1
1991,1,real_estate_loan,1
1991,1,commercial_multifamily_property,1
1991,1,real_estate_industry,1
1991,1,large_thrift,1
1991,1,wealthy_belzberg_brother,1
1991,1,mount_loss,1
1991,1,farwest_financial_executive,1
1991,1,friday_takeover,1
1991,1,oil_product_price,1
1991,1,southern_california,1
1991,1,farwest_junk_bond,1
1991,1,junk_bond_portfolio,1
1991,1,insolvent_farwest_saving,1
1991,1,loan_assn,1
1991,1,year_financial_figure,1
1991,1,regulatory_agent,1
1991,1,possible_war,1
1991,1,u.s_regulator,1
1991,1,speculative_market,1
1991,1,standby_plan,1
1991,1,susan_hammargren,1
1991,1,npc_effort,1
1991,1,industry_panel,1
1991,1,little_benefit,1
1991,1,wildlife_conservation,1
1991,1,gas_oil_ratio,1
1991,1,interested_person,1
1991,1,interested_party,1
1991,1,180_failure,1
1991,1,government_insurance_fund,1
1991,1,lone_star_system,1
1991,1,company_meter_count,1
1991,1,ong_transportation_capability,1
1991,1,utility_customer_base,1
1991,1,"36,000_customer",1
1991,1,44_community,1
1991,1,final_regulatory_approval,1
1991,1,council_proposal,1
1991,1,1990_legislative_session,1
1991,1,massive_measure,1
1991,1,committee_meeting,1
1991,1,staff_member,1
1991,1,national_conference,1
1991,1,thirty_state,1
1991,1,oklahoma_environmental_regulation,1
1991,1,bill_pitts,1
1991,1,gas_association,1
1991,1,environmental_reorganization,1
1991,1,key_concern,1
1991,1,significant_consolidation,1
1991,1,18_western_state,1
1991,1,south_dakota,1
1991,1,new_pool,1
1991,1,ample_transportation_facility,1
1991,1,market_demand,1
1991,1,justice_byron_white,1
1991,1,68_page,1
1991,1,bipartisan_effort,1
1991,1,transportation_industry,1
1991,1,trucking_permit,1
1991,1,railroad_commission,1
1991,1,general_revenue_budget,1
1991,1,working_relationship,1
1991,1,law_enforcement_agency,1
1991,1,grow_problem,1
1991,1,new_york_market,1
1991,1,8.19_percent,1
1991,1,close_contact,1
1991,1,tewksbury_auto_part,1
1991,1,name_applicant,1
1991,1,entire_cleanup,1
1991,1,seven_year,1
1991,1,state_place,1
1991,1,robert_bois,1
1991,1,enforcement_officer,1
1991,1,environmental_protection,1
1991,1,bowley_lawyer,1
1991,1,stephen_oleskey,1
1991,1,associated_press,1
1991,1,trace_amount,1
1991,1,state_limit,1
1991,1,township_10_north,1
1991,1,state_department,1
1991,1,oklahoma_conservation_commission,1
1991,1,oklahoma_gas,1
1991,1,pesticide_contamination,1
1991,1,reorganization_issue,1
1991,1,oklahoma_system,1
1991,1,state_system,1
1991,1,d_tulsa,1
1991,1,environmental_responsibility,1
1991,1,single_independent_agency,1
1991,1,bureaucratic_mire,1
1991,1,enormous_rift,1
1991,1,interruptible_transportation_queue,1
1991,1,contractual_agreement,1
1991,1,interstate_transportation_service,1
1991,1,assign_shipper,1
1991,1,natural_gas_company,1
1991,1,natural_gas_act,1
1991,1,federal_law,1
1991,1,business_strategy,1
1991,1,rough_road,1
1991,1,ferc_jurisdiction,1
1991,1,broad_issue,1
1991,1,capacity_assignment,1
1991,1,deliverability_task_force,1
1991,1,public_meeting,1
1991,1,federal_effort,1
1991,1,current_datum,1
1991,1,natural_gas_deliverability,1
1991,1,advance_notice,1
1991,1,technical_panel,1
1991,1,water_quality_issue,1
1991,1,well_accountability,1
1991,1,major_consideration,1
1991,1,water_quality_function,1
1991,1,state_agriculture_department,1
1991,1,oklahoma_agency,1
1991,1,oklahoma_water,1
1991,1,sole_responsibility,1
1991,1,larry_morandi,1
1991,1,program_director,1
1991,1,natural_resource,1
1991,1,reason_reorganization,1
1991,1,single_issue,1
1991,1,fragment_regulation,1
1991,1,good_deal,1
1991,1,oklahoma_regulation,1
1991,1,dual_role,1
1991,1,natural_resource_management,1
1991,1,environmental_impact,1
1991,1,`_win_situation,1
1991,1,epa_attorney,1
1991,1,oklahoma_jurisdiction,1
1991,1,statutory_line,1
1991,1,henry_letter,1
1991,1,study_committee_meeting,1
1991,1,state_regulation,1
1991,1,environmental_permitting_process,1
1991,1,federal_level,1
1991,1,oklahoma_environment,1
1991,1,reorganize_agency,1
1991,1,andrea_corcoran,1
1991,1,cftc_division,1
1991,1,financial_impact,1
1991,1,chemical_plant,1
1991,1,unregulate_field,1
1991,1,home_heating,1
1991,1,gasoline_diesel_fuel,1
1991,1,nonrenewable_fuel,1
1991,1,heating_oil,1
1991,1,oil_dealer_association,1
1991,1,low_energy_bill,1
1991,1,electric_utility,1
1991,1,customer_buying,1
1991,1,new_light_fixture,1
1991,1,electric_motor,1
1991,1,reduce_pollution,1
1991,1,reduce_fuel_use,1
1991,1,healthy_airline,1
1991,1,well_bargain,1
1991,1,long_run,1
1991,1,beverly_hills_institution,1
1991,1,drexel_burnham_lambert,1
1991,1,michael_milken,1
1991,1,industry_large_buyer,1
1991,1,free_deregulated_enterprise,1
1991,1,long_huddle,1
1991,1,federal_communications_commission,1
1991,1,pepsico_inc,1
1991,1,edward_o._wilson,1
1991,1,unusual_item,1
1991,1,insurance_payment,1
1991,1,vermont_plan,1
1991,1,regional_basis,1
1991,1,mrs_kunin,1
1991,1,6_percent,1
1991,1,air_florida,1
1991,1,traditional_market,1
1991,1,mr_levine,1
1991,1,outright_repeal,1
1991,1,wide_open_competition,1
1991,1,international_route,1
1991,1,mr_kasper,1
1991,1,immediate_pressure,1
1991,1,foreign_investment_restriction,1
1991,1,delta_air_line,1
1991,1,traffic_stagnate,1
1991,1,available_seat,1
1991,1,air_canada,1
1991,1,transportation_fuel,1
1991,1,efficient_hub,1
1991,1,clark_onstad,1
1991,1,vice_president,1
1991,1,ambitious_change,1
1991,1,european_community,1
1991,1,internal_trade_barrier,1
1991,1,grand_deal,1
1991,1,air_transport,1
1991,1,establish_carrier,1
1991,1,lease_aircraft,1
1991,1,single_airline_market,1
1991,1,great_use,1
1991,1,deadly_1989_explosion,1
1991,1,1989_period,1
1991,1,strike_price,1
1991,1,phillips_stake,1
1991,1,additional_revenue,1
1991,1,utility_gas_business,1
1991,1,substantial_growth,1
1991,1,past_month,1
1991,1,high_oil_price,1
1991,1,utility_executive,1
1991,1,lead_advocate,1
1991,1,cheap_way,1
1991,1,cms_energy_corp,1
1991,1,state_official,1
1991,1,new_york_utility,1
1991,1,converted_shoreham_plant,1
1991,1,new_small_reactor,1
1991,1,mention_equation,1
1991,1,bush_penchant,1
1991,1,increase_regulation,1
1991,1,recent_gas_taxis,1
1991,1,5_cent,1
1991,1,energy_policy,1
1991,1,bad_policy,1
1991,1,continue_aimlessness,1
1991,1,gradual_increase,1
1991,1,president_bush,1
1991,1,union_address,1
1991,1,reduce_regulation,1
1991,1,nuclear_power_plant,1
1991,1,increase_cost,1
1991,1,gas_consumption,1
1991,1,cold_normal_winter,1
1991,1,electric_profit,1
1991,1,weather_normalization_clause,1
1991,1,point_arguello_project,1
1991,1,regulatory_dispute,1
1991,1,editing_error,1
1991,1,yesterday_newsday,1
1991,1,shoreham_conversion,1
1991,1,lilco_official,1
1991,1,psc_concern,1
1991,1,1/12/91_2_ns,1
1991,1,planned_power_project,1
1991,1,commission_staff,1
1991,1,economic_technical_assumption,1
1991,1,shoreham_plant,1
1991,1,steady_stream,1
1991,1,gas_profit,1
1991,1,winter_month,1
1991,1,fluctuate_weather_condition,1
1991,1,unpredictable_impact,1
1991,1,gas_sale,1
1991,1,propose_rate_hike,1
1991,1,residential_commercial_customer,1
1991,1,gas_bill,1
1991,1,9_percent,1
1991,1,industrial_customer,1
1991,1,intermittent_supply,1
1991,1,7.7_percent_increase,1
1991,1,natural_gas_rate,1
1991,1,air_california,1
1991,1,north_central,1
1991,1,regional_carrier,1
1991,1,bush_administration,1
1991,1,patriot_missile,1
1991,1,desert_storm_operation,1
1991,1,virtual_library,1
1991,1,successive_wave,1
1991,1,pentagon_reason,1
1991,1,regulatory_thicket,1
1991,1,"24,000_employee",1
1991,1,"23,000_auditor",1
1991,1,contracting_apparatus,1
1991,1,total_federal_force,1
1991,1,nearly_size,1
1991,1,army_division,1
1991,1,temecula_generator_maker,1
1991,1,regulatory_morass,1
1991,1,peg_jane,1
1991,1,policy_branch,1
1991,1,defense_logistic_agency,1
1991,1,key_area,1
